OBJECTID,OHV_AREA_ID,OHV_AREA_NM,OHV_AREA_NR,ADMIN_ST,ADM_UNIT_CD,ADMU_NM,LUPA_ID,LUP_NM,ROD_DT,LUP_OHV_DSGNTN,OHV_LMTN_CD,OHV_LMTN_TX,LUP_DCLR_ACRES,GIS_ACRES,BLM_ACRES,GlobalID,SHAPE_Length,SHAPE_Area
2190, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.16448431,,{303B3A89-CF70-4A40-A42B-BA009E660EF8},119.652211075702,665.505034933844
2191, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,39.89054687,,{96FDBC63-E717-472F-9B70-6EC1401BE3E0},1607.18933131759,161431.355658816
2192, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.08159646,,{30F45C5E-5A2F-48FD-ADAA-565B007BBDA4},485.586905957692,4377.05856009135
2193, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,82.4535491,,{0A297A36-F967-4228-9CDA-4E5A673F660D},2391.29141621001,319317.063578731
2194, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.12802794,,{0CDB66C2-CD28-4D4A-9420-F0943D3362F8},115.822591335723,518.110673407175
2195, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.07253862,,{EDA948FA-484D-4F9E-BCD8-3DC502EE3453},78.8273039287425,293.552018132933
2196, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,79.67501872,,{33ECA395-7107-44E7-95FF-CFB77EEDBD18},2401.28579778983,322433.399362673
2197, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.0156927,,{D59534BF-CFF5-4C05-8271-FBD4AFDAD3EF},46.7361599457779,63.5050822530405
2198, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,40.35474422,,{427EF791-155C-401C-8BF3-015C5655EDDD},1616.52332849903,163309.855809103
2199, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2.43640452,,{4392DD1C-3947-4F4D-B1B2-0E514B7FDEFD},566.408416759152,9859.78485579747
2200, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,30.99673116,,{0AF0AF26-9A03-4009-8D1D-173897A0EF47},3621.42363318027,125424.945209472
2201, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,32.73788274,,{A0D050D4-C225-4ACA-B597-907E1100FAB1},2849.26281891012,132485.513106495
2202, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.15263393,,{956DCAB0-5C95-400A-A922-51762DB33AD5},773.616009556782,617.687590562162
2203, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,22647.27927718,,{842B3FD6-5A14-4250-BECA-71F7246CF8F8},5747.6536570996,1406794.93743173
2204, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.54703278,,{CB13520B-5B61-47FD-B04B-C0BE3E0413ED},226.623191114717,2213.76311866536
2205, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.71615904,,{D873E37C-6D1A-455F-B031-5C2819C30039},438.540553352867,6945.04894683174
2206, ,Priority Area 3: Greater Durango, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2.76115677,,{2D016982-C48E-4562-B953-CE2EED2130A5},624.712917812162,10900.524805059
2207, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,4.14372702,,{CB369655-3DCE-4B96-A814-376AB93088FD},704.081298076351,16769.0785384845
2208, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,33.92957994,,{77892F8E-4A1B-4658-A074-0E4A82B0BDD9},3380.62400071166,126855.500687534
2209, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,11.17686652,,{AB33EA58-9B93-4B78-B099-797A39D445EB},853.464666179873,45231.1736195322
2210, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.27059741,,{1A107AF0-051F-4D15-AC29-E3FED030BE0E},141.417512165912,1095.06924098837
2211, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.12863927,,{878C898D-805B-444C-9FCA-227877B0256C},187.912718803767,520.584664230673
2212, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.22521946,,{CCC25645-5BC2-4519-98D0-C4EDE7B203AC},143.696076704836,911.43037389661
2213, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,40.49838916,,{E3B2096C-25DB-4695-90F0-66F465A9E101},1619.60257350339,163891.166970201
2214, ,Priority Area 3: Greater Durango,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,40.15911112,,{75EC5A3C-18B6-4120-BB9B-C56F34AE4A06},1613.20104180002,162518.177410983
2215, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,34.20731674,,{7CAF1295-8D03-4B61-A8A4-A831300DEB46},1397.14951414798,118943.34436242
2216, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,13.08096668,,{02102713-686F-4C8D-BF1E-A5775C50D765},1547.99171355218,52936.8067484109
2217, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.78294546,,{015BC6E1-E6DC-4343-B4EF-35C16B18B7B6},812.650678842103,7215.33401620787
2218, ,Priority Area 3: Greater Durango,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,76.03251772,,{4EDEAB4F-AF90-41D9-94E8-26B4F21DE1C7},2644.7188617137,307692.666205168
2219, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.14840157,,{821A3C07-38A0-44F3-B30E-147CF3498EE8},136.125760352948,600.559859070175
2220, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{06962429-8B57-482A-AFF7-204266289DA7},476.693899383635,5804.07748909629
2221, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,2.84827797,,{962C84D6-19C9-451A-9CFF-EEE3CAA1CB67},896.364396972148,11526.5884985242
2222, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,80.28387819,,{96102F2B-00EF-4FDB-AC70-0F9AA9F3DE46},2419.88527359859,324897.308720014
2223, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.24198339,,{56F2AF70-66E0-4F03-B250-4A37772113C6},303.806473353391,979.265087183811
2224, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.01491134,,{692B3CCA-FFF6-4AF7-81DC-6EE61946F588},43.2260190173035,60.3439554732736
2225, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.2028427,,{436340A7-C3B1-4A7A-91E8-1E6E69684558},179.441950772448,820.874154505945
2226, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,39.83995241,,{83D1F580-5D97-48D7-8B49-9E327AF2D8BF},1606.12181,161226.588142042
2227, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.4808642,,{CD4B2D85-CF81-4200-9192-652F0A11E59D},237.050031748166,1945.99033270492
2228, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.57988241,,{8A0D33F2-3412-40AF-BAD5-EDCD7CFDEA62},361.453329777932,2346.70774017733
2229, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.11738413,,{3B10CCF6-DB3C-4E20-8039-EA5DFA148B49},106.766610435818,475.036722039481
2230, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,80.05706889,,{FE598C2F-3E81-4D84-854A-19061BF669D9},2417.1118678487,323979.461782797
2231, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,38.82093593,,{692CEDA4-B806-4A3C-A840-289ECA9C0849},1585.59275171041,157102.75387284
2232, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.45741709,,{3058C7B1-60AC-4DAC-B725-3562B62E0FF1},697.750789905112,5897.97275007983
2233, ,Priority Area 3: Greater Durango, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,161.07391884,,{0793C9BF-7B95-44AA-B670-B52A3D013864},3218.36091793487,647268.919548761
2234, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.02515138,,{341D1FC5-AF9B-4A0A-8946-A5DB31B64F33},60.8628741330657,101.783534006592
2235, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.12606482,,{B199B3DA-BF7E-464A-8A77-BF92E1FAD09E},685.765293433163,510.167507644509
2236, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,11.67622414,,{BB28AD05-FB53-40A9-B3CC-4417B8D5AF93},1100.28853644532,47251.9965831274
2237, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.01781278,,{FDF2EAEB-E6A2-4A4B-BE0D-0A92558BDDC5},44.0180670839722,72.0851957208984
2238, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00193711,,{EA93A838-674C-4ACB-9F60-74DDE8FF673B},14.0503480703837,7.83948952488592
2239, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.03863014,,{1A561B02-DFF6-4393-A193-B349BBF6C47D},64.8651628354154,156.330618742061
2240, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,129827.13654636,,{1C48651E-7F44-4111-BEF3-A2D8DE9CFD09},14837.4886414664,4157833.94074578
2241, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00047286,,{7183A03B-CE7F-4982-BC0C-FF1F79C1A84A},10.4993313263044,1.91337729198292
2242, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{2D9D324D-D1F6-4AA2-8518-E69D9E3A00EB},265.113010244459,1706.44018703283
2243, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.62595241,,{45DCA41F-BC08-4E8E-BD42-E69D42CD9C73},251.483275232419,2533.14128231425
2244, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,16.07366384,,{3BBD5926-CF3F-4DD6-BCF7-8036DDACE4C2},3248.83683324745,65047.8418720077
2245, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,758.95550079,,{11C85FD0-7B6D-48E7-B0F7-66AB7E6A6DCD},10746.393797914,3071383.92475684
2246, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.15227873,,{B202BDD9-0ED6-4C87-967F-FCE77C979379},162.101713175083,616.248093570525
2247, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,23.42224764,,{8012BCB7-5704-4F4D-8382-217FC57DC696},3371.88780742193,94786.4979148421
2248, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00055393,,{8BF8E3FD-1098-4BA2-A76C-AD5827BEF115},13.2316168182133,2.24165502064432
2249, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.45703758,,{8659E6C5-547C-4AF5-8CAB-49F9A39E5D97},204.487723032235,1849.56475495774
2250, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00066629,,{C97504BE-F982-4801-9CF0-056E9FD72FAC},7.77861839515997,2.69636748615942
2251, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.66036891,,{56BBC370-2893-4DDA-8D04-13E217654BFC},454.345515817098,2672.41744476874
2252, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.35351464,,{CF1F5270-CC79-4846-B574-5830DAD05CF0},205.061833646159,1430.62547870659
2253, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,562.28470634,,{0A44EBDD-6DC8-42F4-9EB7-4B52C081D27C},7360.33710040013,2275485.46700084
2254, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.0552268,,{DCDD2D94-1473-4F86-8A6A-89CB92B649F5},109.997818948001,223.49250412869
2255, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.65805094,,{A85461F9-3F2C-4286-AC77-D45C8FCE0235},353.542205765011,2663.04190111058
2256, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{953E368A-7CCA-4AEE-AF01-C39A83341C3A},3284.38856414989,210158.328310655
2257, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,594.51427357,,{3B7685AC-D609-4FDF-BD4B-AF77E73B7B78},11645.7088844113,2405914.13887574
2258, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,900691.7845048,,{6C9B0A2F-9923-41E6-95C6-7394ADB93545},362.276200243076,3625.30873750941
2259, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,11.57729017,,{CE44976F-A490-40AA-984F-9C6A69205CA8},1140.58395327852,46851.6123233602
2260, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,40.51750908,,{6A0EA45B-BF46-439F-8A68-420DF189373F},1619.77553333187,163968.582153796
2261, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.15012741,,{1CFD4DDA-F870-479D-B4BC-2DDC12123CD2},118.081688037024,607.544082997201
2262, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,22647.27927718,,{E494E30B-2B05-439B-B46D-C88948FF5C85},4184.28220317906,2710.14216896396
2263, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{40B7D8E2-124A-433B-A545-7BBB0B8CD6F6},3424.86653812708,43743.9118472873
2264, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,900691.7845048,,{943C2D58-0B8E-4764-9373-AE2E886B02F5},89.9988845425272,150.161178078824
2265, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,87.01524506,,{3952DEB4-F3FA-476C-A1F4-C31CF01C12FC},2515.35889561643,352138.246531511
2266, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.77053115,,{B9C650C1-2586-43F0-AD60-57D3A577A122},352.504040300572,3118.22891708734
2267, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.47022438,,{B7A56D36-1A33-4542-B25D-29733095A7CA},892.973520957465,5949.81108175111
2268, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,6.41991061,,{D7591B86-C8BB-4E8F-BE19-56E54D5B33CC},1066.14853650108,25980.4775501188
2269, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,43.38573986,,{65C3057D-E4E3-40B8-9FF5-9B164C7B6F86},1676.57353745302,175575.901196944
2270, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.08542945,,{07B63ECC-FD46-419A-ABE5-98A2CBF54C79},90.7376479772152,345.719726355127
2271, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.00437796,,{A89AB3CA-EDE4-45C8-B7E3-70A20244746F},20.1355976369119,17.716986139677
2272, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,900691.7845048,,{0E364A56-188C-412B-B1FF-87FF9F8BCCC3},482.928164660822,2965.16624122267
2273, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.01834107,,{921A407E-85FD-4157-8AC2-F8EFA5B2F091},183.777832603488,74.2236817001847
2274, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.12026826,,{5F85902F-8A58-4E39-95B6-211B3431623B},883.981607817631,4533.58219227103
2275, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,900691.7845048,,{008B56AE-814B-4D82-9658-3FB30D736E9F},353.486341274957,1471.1871687564
2276, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.39334913,,{CAF8E044-BC0E-4BEB-8CDD-38AC0C65C286},189.945675832496,1591.82810421335
2277, ,Priority Area 3: Greater Durango, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,77.84765868,,{183E7C5D-F349-4C17-ADAF-2699081B3D52},2384.89536475642,315038.279127986
2278, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,3881767.293153,,{82FD3CB9-FAE5-4792-BB5E-86243C44BD60},9972.65379284294,3881767.293153
2279, ,Priority Area 1: Cortez-Mancos,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,68.12959767,,{10911A93-77F8-4746-AC53-A4CF3EACEBB8},4192.8342710174,275710.589026641
2280, ,Priority Area 4: Dispersed Tres Rios, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,80.11795444,,{43BF57DE-DCD1-47EE-A6C8-BDDA4876293C},2522.53434898664,324225.815337757
2281, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.02247275,,{CC870702-3950-444B-8C16-4AE34279C121},47.8891948806239,90.9436842180274
2282, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,1.00162025,,{4B2DC36A-35E9-49A7-A785-A68BD45B766B},314.295074479364,4053.41246596985
2283, ,Priority Area 3: Greater Durango,,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Closed,,,0.0,1557.75085514,,{9704E51C-491F-4CAE-9224-65482C7DA2D9},19657.4747113835,6303994.12540898
2284, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,0.0608803,,{FB587043-B7A8-461F-84FB-A54EA309482E},84.5229102083156,246.376163009582
2285, ,Priority Area 2: Silverton, ,CO,COS01000,Tres Rios Field Office, ,Tres Rios Field Office 2015 RMP,2015/02/27 00:00:00+00,Limited,,,0.0,11.80033546,,{EB082584-71A4-4494-9290-283E2B6D599D},915.687384075835,47754.2633303527
