OBJECTID,SMPOLY_COD,SURFM_POLY,DESCRIP,IMS_LEGEND,ACREAGE,AREA_SQMI,SHAPE_Length,SHAPE_Area
4468,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,36.18830108,0.05654419,7105.30172978104,1576361.97777165
4469,TT,Thick Till,Thick Till,Thick Till,82.11599731,0.128306,8658.27938287309,3576972.32285263
4470,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,2.54743003,0.00398035,2615.81039414228,110965.909581954
4471,T,Till,Till,Till,97.91310119,0.152989,9283.23282892718,4265093.31491669
4472,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,0.98000198,0.00153124,1466.70176617745,42688.8698037103
4473,TT,Thick Till,Thick Till,Thick Till,503.14801025,0.78616797,22535.8129942529,21917114.1871649
4474,SG,Sand+Gravel,Sand and Gravel,Coarse,1.38185,0.00215914,964.959579286226,60193.3643029011
4475,TT,Thick Till,Thick Till,Thick Till,33.52989959,0.0523905,4817.61312753837,1460563.59950905
4476,W,Water,Water,Water,11.43640041,0.01786929,2930.98326232863,498168.411137001
4477,TT,Thick Till,Thick Till,Thick Till,72.54000091,0.11334399,7087.65738617936,3159840.40268149
4478,SG,Sand+Gravel,Sand and Gravel,Coarse,22.34280014,0.0349107,6383.3168198477,973254.311689952
4479,SW,Swamp,Swamp,Natural Postglacial,27.77219963,0.04339409,5483.74068695416,1209758.62126146
4480,TT,Thick Till,Thick Till,Thick Till,314.15499877,0.49086698,17721.384373953,13684577.0581477
4481,TT,Thick Till,Thick Till,Thick Till,35.24959945,0.0550776,4644.17641259452,1535473.61796037
4482,TT,Thick Till,Thick Till,Thick Till,636.02697753,0.99379301,67348.0583706803,27705349.14311
4483,T,Till,Till,Till,0.92371201,0.0014433,799.171332224648,40236.9509576332
4484,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,4.77573013,0.00746206,2176.59069492279,208030.604021815
4485,T,Till,Till,Till,432.12701416,0.67519801,23568.8970443727,18823443.805754
4486,SG,Sand+Gravel,Sand and Gravel,Coarse,11.66090011,0.01822019,3816.49370946352,507949.284610967
4487,SG,Sand+Gravel,Sand and Gravel,Coarse,6.37618017,0.00996278,3087.98661823657,277746.372637608
4488,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,4.27029991,0.00667235,4780.57005127841,186014.244759783
4489,SG/F,Sand+Gravel/Fines,Sand and Gravel overlying Fines,Coarse over Fine,48.93529891,0.0764615,8276.74856291564,2131622.31650375
4490,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,7.66402006,0.01197499,6269.25398328449,333844.515667188
4491,SW,Swamp,Swamp,Natural Postglacial,25.19029998,0.0393598,9205.36416073535,1097288.82845738
4492,SG,Sand+Gravel,Sand and Gravel,Coarse,95.74610137,0.14960299,19685.9573897237,4170699.24240474
4493,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,1.07573997,0.00168085,3170.45230474855,46859.2516434668
4494,TT,Thick Till,Thick Till,Thick Till,32.41719818,0.0506519,5313.04909252372,1412093.89070194
4495,W,Water,Water,Water,11.52079963,0.01800129,4438.43850885926,501846.625695191
4496,TT,Thick Till,Thick Till,Thick Till,36.44079971,0.0569388,4795.12116585848,1587362.95643018
4497,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,41.90219879,0.06547229,17034.4472203489,1825261.4267518
4498,TT,Thick Till,Thick Till,Thick Till,67.58080291,0.105595,7168.35852916561,2943819.58839328
4499,TT,Thick Till,Thick Till,Thick Till,169.16900634,0.264326,17599.2506180013,7368983.45119349
4500,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,29.87599945,0.04668129,6782.58177025945,1301398.89805696
4501,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,148.32200622,0.231753,52936.6065541439,6460909.77206747
4502,SW/F,Swamp/Fines,Swamp overlying Fines,Natural Postglacial,18.33099937,0.02864209,5512.5741567929,798497.175614826
4503,TT,Thick Till,Thick Till,Thick Till,185.84100341,0.290376,14001.5267646642,8095217.38658876
4504,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,8.94361019,0.0139744,3597.62985880964,389583.598230374
4505,TT,Thick Till,Thick Till,Thick Till,97.7405014,0.15272,8393.44282812832,4257576.56615418
4506,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,40.64459991,0.06350719,7852.00704698544,1770479.08051278
4507,SG,Sand+Gravel,Sand and Gravel,Coarse,3.26556992,0.00510245,1544.98123750952,142248.279342971
4508,T,Till,Till,Till,33.68190002,0.05262789,7089.61283431591,1467181.77126802
4509,SG,Sand+Gravel,Sand and Gravel,Coarse,17.22419929,0.02691279,5476.90644918206,750285.602291171
4510,SG,Sand+Gravel,Sand and Gravel,Coarse,6.53918981,0.01021749,2193.18367610601,284847.156775223
4511,SW,Swamp,Swamp,Natural Postglacial,79.42610168,0.124103,9414.68057609893,3459802.31733292
4512,TT,Thick Till,Thick Till,Thick Till,71.63289642,0.11192599,10177.1384380462,3120329.53337314
4513,SG,Sand+Gravel,Sand and Gravel,Coarse,29.26679992,0.04572939,5294.51441110946,1274861.7058607
4514,TT,Thick Till,Thick Till,Thick Till,38.8877983,0.0607622,5186.01541344709,1693952.70744734
4515,SG,Sand+Gravel,Sand and Gravel,Coarse,2.4551599,0.00383618,1331.10694882898,106946.770034813
4516,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,23.6187992,0.03690439,7804.04989818182,1028836.05248458
4517,SG,Sand+Gravel,Sand and Gravel,Coarse,11.31070041,0.0176729,3533.70540705687,492693.520088663
4518,W,Water,Water,Water,41.59999847,0.0649999,9940.68686377183,1812093.58036556
4519,SG,Sand+Gravel,Sand and Gravel,Coarse,385.86099243,0.60290801,33473.7503777922,16808098.2773111
4520,T,Till,Till,Till,17.14080047,0.02678249,3369.26489884084,746651.934329068
4521,TT,Thick Till,Thick Till,Thick Till,120.06700134,0.18760499,11506.8202328778,5230137.5852966
4522,SW,Swamp,Swamp,Natural Postglacial,20.83639907,0.03255679,5024.05047489719,907631.987430402
4523,W,Water,Water,Water,7.99198007,0.01248749,2519.44477578503,348130.589311873
4524,T,Till,Till,Till,15.54360008,0.02428679,3262.18632474335,677077.621478034
4525,TT,Thick Till,Thick Till,Thick Till,188.97000122,0.295266,13157.8109040168,8231551.73177312
4526,TT,Thick Till,Thick Till,Thick Till,74.18650054,0.11591599,9510.12855068823,3231562.62898575
4527,SG,Sand+Gravel,Sand and Gravel,Coarse,5.2478199,0.00819971,1935.54153086702,228595.122004821
4528,SW,Swamp,Swamp,Natural Postglacial,30.34560012,0.04741499,4912.70642479944,1321853.58999638
4529,S,Sand,Sand,Coarse,950.49902343,1.48514997,40394.3647726744,41403720.1685377
4530,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,82.41790008,0.12877799,23462.132112102,3590121.73271056
4531,TT,Thick Till,Thick Till,Thick Till,247.49499511,0.38670998,14906.9526301903,10780867.9992727
4532,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,87.69779968,0.13702799,34452.5875616486,3820116.96333588
4533,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,16.53829956,0.02584099,8004.07198099148,720406.249200527
4534,TT,Thick Till,Thick Till,Thick Till,62.84069824,0.0981886,7239.65444824196,2737339.73629275
4535,SW,Swamp,Swamp,Natural Postglacial,12.48639965,0.01950999,5020.34575566175,543906.934478771
4536,SG,Sand+Gravel,Sand and Gravel,Coarse,30.98539924,0.0484148,5289.59627428733,1349726.28609731
4537,TT,Thick Till,Thick Till,Thick Till,33.66759872,0.05260559,5234.68043643408,1466559.14914992
4538,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,7.99477005,0.01249179,5728.84552122112,348252.216124085
4539,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,14.90130043,0.0232832,5436.82786910691,649099.683830642
4540,TT,Thick Till,Thick Till,Thick Till,67.7559967,0.105869,7218.0317033847,2951452.18369427
4541,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,1.74437999,0.0027256,1373.96045547991,75985.3025946028
4542,S,Sand,Sand,Coarse,224.46299743,0.35072299,30520.9650652064,9777591.59740449
4543,W,Water,Water,Water,374.90100097,0.585783,28007.0613821014,16330690.6257699
4544,T,Till,Till,Till,91.3211975,0.142689,13530.7918267286,3977952.09372269
4545,W,Water,Water,Water,8.86207962,0.01384699,2868.70156760257,386032.350839319
4546,SG,Sand+Gravel,Sand and Gravel,Coarse,28.14080047,0.04396999,5683.87420085644,1225812.86837737
4547,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,10.70759963,0.01673059,3267.6819006142,466422.548216364
4548,TT,Thick Till,Thick Till,Thick Till,53.81980133,0.0840935,5578.82853100032,2344391.65841541
4549,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,37.35660171,0.05836969,20169.5974180231,1627254.5892138
4550,TT,Thick Till,Thick Till,Thick Till,125.61699676,0.19627599,14901.9035569848,5471864.39494902
4551,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,34.21009826,0.05345319,12726.6051448467,1490190.5175662
4552,SG/S/F,Sand+Gravel/Sand/Fines,Sand and Gravel overlying Sand overlying Fines,Coarse over Fine,71.43879699,0.11162299,9016.96881861193,3111875.96662178
4553,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,34.85279846,0.0544576,10370.0984456022,1518189.68452667
4554,SW/F,Swamp/Fines,Swamp overlying Fines,Natural Postglacial,43.9687004,0.0687011,7467.59549742058,1915276.02827671
4555,T,Till,Till,Till,0.86272197,0.001348,724.43354309232,37580.1982471904
4556,TT,Thick Till,Thick Till,Thick Till,212.88800048,0.33263799,11432.8976059104,9273412.55940944
4557,T,Till,Till,Till,17.93309974,0.02802049,3261.63748665532,781167.320330902
4558,SG,Sand+Gravel,Sand and Gravel,Coarse,9.54957962,0.0149212,3391.0039865737,415979.666160883
4559,T,Till,Till,Till,5.72399997,0.00894374,1838.10017660745,249337.233445294
4560,W,Water,Water,Water,71.06240081,0.11103499,9983.6711322623,3095477.91808512
4561,S,Sand,Sand,Coarse,27.20400047,0.04250619,6110.65507050764,1185004.19046997
4562,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,80.54730224,0.12585499,11863.0542386541,3508641.49675186
4563,T,Till,Till,Till,9.07061004,0.01417279,2524.89179604581,395115.825330354
4564,SG,Sand+Gravel,Sand and Gravel,Coarse,213.64399719,0.333819,40688.2195046642,9306336.88535502
4565,T,Till,Till,Till,89.84079742,0.140376,8673.72456440822,3913462.95500035
4566,W,Water,Water,Water,8.88257026,0.013879,4124.4331889811,386925.071995459
4567,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,11.38619995,0.01779099,7208.77778999105,495984.326997209
4568,SW,Swamp,Swamp,Natural Postglacial,27.21739959,0.04252729,8014.31518246779,1185592.09391859
4569,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,10.31779956,0.01612159,3430.41459120862,449444.736049437
4570,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,7.34657001,0.01147899,6580.21078035273,320016.701585041
4571,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,16.19269943,0.025301,4007.3821747106,705352.190867475
4572,T,Till,Till,Till,16.83480072,0.02630439,4888.13539325848,733323.694747792
4573,S,Sand,Sand,Coarse,39.94400024,0.06241239,9673.58015457268,1739958.9367102
4574,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,0.35894799,0.00056085,866.194244601281,15635.7407716403
4575,SW,Swamp,Swamp,Natural Postglacial,30.23439979,0.04724119,6042.74384208203,1317008.53711426
4576,W,Water,Water,Water,14.20230007,0.02219109,3335.10933846275,618651.713427156
4577,TT,Thick Till,Thick Till,Thick Till,36.49980163,0.0570309,5975.92396312034,1589929.42113762
4578,W,Water,Water,Water,6.05249023,0.009457,2832.76060595514,263646.587896616
4579,S,Sand,Sand,Coarse,90.25219726,0.141019,14592.7349880846,3931386.19642572
4580,SW,Swamp,Swamp,Natural Postglacial,46.14479827,0.0721013,6426.67993671281,2010069.12128604
4581,T,Till,Till,Till,192.03300476,0.30005198,12471.5931723515,8364972.93208084
4582,T,Till,Till,Till,132745.0,207.41499328,3564364.72926591,5782393511.91366
4583,F/S,Fines/Sand,Fines overlying Sand,Fine over Coarse,350.27899169,0.547311,26273.787119528,15258161.3004262
4584,G,Gravel,Gravel,Coarse,121.56700134,0.189949,15991.4094686879,5295470.14535548
4585,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,146.06399536,0.22822499,12506.1246629379,6362554.35147803
4586,SG,Sand+Gravel,Sand and Gravel,Coarse,2497.72998046,3.90270996,184145.744019388,108801236.235036
4587,TT,Thick Till,Thick Till,Thick Till,31.41799926,0.0490906,5167.51247835904,1368568.37915666
4588,W,Water,Water,Water,8.85910987,0.0138424,2501.25010597279,385902.522822089
4589,TT,Thick Till,Thick Till,Thick Till,39.40090179,0.0615639,5634.5586559286,1716303.45903016
4590,SG,Sand+Gravel,Sand and Gravel,Coarse,24.53610038,0.03833759,7864.08993519461,1068791.93593519
4591,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,52.93500137,0.08271089,16041.0110481481,2305848.63514446
4592,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,9.05811023,0.01415329,3382.53713437521,394571.311180818
4593,SG,Sand+Gravel,Sand and Gravel,Coarse,56.66239929,0.088535,8751.9942185251,2468213.41587358
4594,SG,Sand+Gravel,Sand and Gravel,Coarse,154.40400695,0.24125699,19702.2356090713,6725856.2817562
4595,SG,Sand+Gravel,Sand and Gravel,Coarse,5.49429988,0.00858484,1958.94862366783,239331.978763008
4596,SW,Swamp,Swamp,Natural Postglacial,4.90345001,0.00766164,3992.9752098715,213594.148497113
4597,SW,Swamp,Swamp,Natural Postglacial,7.51822996,0.0117472,2405.79875866823,327494.373254733
4598,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,1.79230999,0.00280047,1616.87655828022,78073.0263373338
4599,T,Till,Till,Till,153.53599548,0.23989999,10753.594646261,6688030.44256401
4600,SG,Sand+Gravel,Sand and Gravel,Coarse,312.01599121,0.487524,47088.1167833121,13591399.2259197
4601,SW,Swamp,Swamp,Natural Postglacial,4.06733989,0.00635521,3891.95291737326,177173.513211315
4602,S,Sand,Sand,Coarse,229.84599304,0.35913398,26004.7317956463,10012072.9738369
4603,W,Water,Water,Water,7.05435991,0.0110224,2456.77239360969,307287.951585154
4604,W,Water,Water,Water,37.95709991,0.05930789,7066.8687894942,1653409.66099388
4605,W,Water,Water,Water,30.71890068,0.0479983,7014.07608325812,1338115.35007886
4606,TT,Thick Till,Thick Till,Thick Till,269.76998901,0.421516,14902.344320968,11751182.2086853
4607,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,63.56890106,0.0993264,19159.1502193756,2769061.85632727
4608,F,Fines,Fines,Fine,907.42700195,1.41785001,69530.0985902715,39527510.4305308
4609,TT,Thick Till,Thick Till,Thick Till,112.03800201,0.175059,8167.40698915084,4880364.58535925
4610,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,3.45421004,0.0053972,3635.16604054937,150465.511130554
4611,T,Till,Till,Till,6.4140501,0.010022,2858.12869337036,279396.283823132
4612,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,27.76289939,0.0433795,11987.5258233915,1209350.5342101
4613,SG,Sand+Gravel,Sand and Gravel,Coarse,21.88199996,0.03419059,5529.35512684793,953178.443440283
4614,TT,Thick Till,Thick Till,Thick Till,479.89498901,0.74983602,29272.6008117228,20904231.8835152
4615,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,797.23999023,1.24568998,99656.6046378663,34727778.1748373
4616,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,19.52549934,0.0305086,8974.55643440496,850531.541633463
4617,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,1522.31005859,2.37860989,64409.2390781084,66311801.1124922
4618,TT,Thick Till,Thick Till,Thick Till,46.7187004,0.072998,6473.84051466638,2035067.09839932
4619,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,406.53900146,0.63521701,31977.9894367757,17708840.1750074
4620,A/S/F,Alluv/Sand/Fines,Alluvium overlying Sand overlying Fines,Natural Postglacial,2.31592988,0.00361864,2224.94905898208,100882.064246646
4621,T,Till,Till,Till,14.04730033,0.0219489,3018.04272309467,611898.86638221
4622,SG,Sand+Gravel,Sand and Gravel,Coarse,46.77870178,0.0730917,9677.24171870621,2037679.34272629
4623,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,3.52312994,0.0055049,1899.81724249871,153467.671860339
4624,SG/S/F,Sand+Gravel/Sand/Fines,Sand and Gravel overlying Sand overlying Fines,Coarse over Fine,439.20901489,0.68626397,28922.0589999772,19131943.788093
4625,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,35.70460128,0.05578849,13341.8006744019,1555293.24437229
4626,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,17.02890014,0.02660759,4476.09651732807,741776.890733861
4627,SW,Swamp,Swamp,Natural Postglacial,21.60280036,0.0337543,5496.53691104354,941017.227440926
4628,SG,Sand+Gravel,Sand and Gravel,Coarse,33.54399871,0.05241249,6565.1414796155,1461177.71618969
4629,SW,Swamp,Swamp,Natural Postglacial,37.00780105,0.0578246,9014.65526149121,1612058.33384747
4630,TT,Thick Till,Thick Till,Thick Till,31.25530052,0.04883639,6334.94052491521,1361479.36626197
4631,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,8.91862964,0.0139354,3229.01565921457,388495.582599757
4632,G,Gravel,Gravel,Coarse,19.19849967,0.0299977,9664.52288320457,836288.266767124
4633,SG/S/F,Sand+Gravel/Sand/Fines,Sand and Gravel overlying Sand overlying Fines,Coarse over Fine,388.91500854,0.60768002,37281.688492009,16941144.8562088
4634,SW,Swamp,Swamp,Natural Postglacial,28.46220016,0.04447219,4993.50144038254,1239815.16587292
4635,A/S/F,Alluv/Sand/Fines,Alluvium overlying Sand overlying Fines,Natural Postglacial,2.14326,0.00334884,1821.67614257333,93360.526437915
4636,SG,Sand+Gravel,Sand and Gravel,Coarse,12.20559978,0.0190712,4007.5505588937,531675.086642486
4637,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,1.70882999,0.00267003,2097.30313399202,74436.4015549445
4638,SG,Sand+Gravel,Sand and Gravel,Coarse,324.22601318,0.50660401,40288.2040097411,14123300.9347823
4639,SG,Sand+Gravel,Sand and Gravel,Coarse,1.56189,0.00244045,1323.47540383512,68035.9126998851
4640,A/S/F,Alluv/Sand/Fines,Alluvium overlying Sand overlying Fines,Natural Postglacial,2.65701007,0.00415157,2442.23926617944,115739.100413664
4641,T,Till,Till,Till,20.52289962,0.032067,3715.58588333149,893975.709516049
4642,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,9.13823986,0.0142785,4313.45235766516,398061.646573923
4643,F,Fines,Fines,Fine,19.40589904,0.0303217,11348.5433510067,845320.298824466
4644,T,Till,Till,Till,244.875,0.38261801,31221.2973591046,10666769.1046387
4645,A/S/F,Alluv/Sand/Fines,Alluvium overlying Sand overlying Fines,Natural Postglacial,9.64929962,0.01507699,4202.06911652106,420323.83933441
4646,T,Till,Till,Till,114.21499633,0.17846,8758.69468842239,4975184.59442621
4647,TT,Thick Till,Thick Till,Thick Till,1218.18005371,1.90339994,58410.6849541195,53063713.9483762
4648,W,Water,Water,Water,6.51281023,0.0101763,3128.60692093188,283698.027761164
4649,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,19.68530082,0.0307582,6093.66824442421,857490.274920878
4650,A/S/F,Alluv/Sand/Fines,Alluvium overlying Sand overlying Fines,Natural Postglacial,1.10404002,0.00172506,1891.01235406629,48091.8887912113
